text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted
RT @mituamin: The latest The Demonetization Daily! https://t.co/5DEW9k59N6 #racism,False,0,,2017-04-20 06:33:39,False,,8.549461443754967e+17,,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",StuartKenyon81,1,True,False
"New or old notes? If new notes then will @TimesNow dare to question government, What has demonetization achieved? https://t.co/q1lrkAMSQi",False,0,,2017-04-20 06:30:26,False,,8.549453339437056e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",aabothale,0,False,False
"RT @Holmes2491: All those who say demonetization was not a good move,just look at proactive ED n income tax raids right now.Major crackdown",False,0,,2017-04-20 06:27:06,False,,8.549444942649958e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",adv_animesh,1,True,False
The latest The Demonetization Daily! https://t.co/5DEW9k59N6 #racism,False,0,,2017-04-20 06:14:27,False,,8.54941312264659e+17,,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>",mituamin,1,False,False
"@drnngujarathi During Demonetization, friends (across cities ) told drop in d no.of LSCS.",False,1,drnngujarathi,2017-04-20 06:10:06,False,8.549383073058529e+17,8.549402182725632e+17,72363413.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EmmetBats,0,False,False
@tufailelif PM Modi's demonetization drive was a clever move to get Public to 'fund' Banks in bad shape after huge https://t.co/IPLEBYV3KE,False,0,tufailelif,2017-04-20 06:08:38,True,8.549389827648922e+17,8.549398499958989e+17,21002587.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SimpleIndian1,0,False,False
Update &amp; Livestream; Plans &amp;Demonetization https://t.co/gzBxQW6pqE,False,2,,2017-04-20 05:59:32,False,,8.549375584632052e+17,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Aurini,0,False,False
"#VijayMallya
After demonetization first modi waived off Mallya's loan and now got him bailed out
Is modi Mallya's pet dog?
@AshokTanwar_INC",False,23,,2017-04-20 05:48:29,False,,8.54934778189099e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",KambojMeenakshi,18,False,False
"RT @GujaratHeadline: Teaser launched of Short Film ""#DEMONetization - Fight Against Corruption"" in #Ahmedabad more at https://t.co/UwUQuYaY",False,0,,2017-04-20 05:44:53,False,,8.549338715525407e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",PandavKhushbu,1,True,False
"Teaser launched of Short Film ""#DEMONetization - Fight Against Corruption"" in #Ahmedabad more at https://t.co/5va4jYRfj2",False,2,,2017-04-20 05:38:29,True,,8.549322626299494e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",GujaratHeadline,1,False,False
"@BJP4India @narendramodi @AmitShah @nitin_gadkari First Demonetization, Now Red Beacons. @narendramodi nam k neta l https://t.co/ZZh5moXRTq",False,0,BJP4India,2017-04-20 05:28:05,True,8.5467211598268e+17,8.54929642133758e+17,207809313.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",askqry,0,False,False
@sardesairajdeep @narendramodi Plz confirm how many times U have stand in a queue during demonetization ?,False,0,sardesairajdeep,2017-04-20 05:25:49,False,8.549067585479148e+17,8.549290745857146e+17,56304605.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",farshwan_sumit,0,False,False
"IMF-India growth forecast for FY18 at 7.2% and FY19 at 7.7% well ahead of its forecast for China
Where is demonetization effect ?",False,1,,2017-04-20 05:19:22,False,,8.549274502282609e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TheJeonsa,1,False,False
"@chettysons Take On Hurdles Of Online #Jewelry Trading, #Demonetization and more via @EntrepreneurIND https://t.co/KF5tmEfSnk",False,0,chettysons,2017-04-20 05:14:44,False,,8.549262836958495e+17,608204115.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",snehabanerg,0,False,False
@Asher_Wolf @withMEAA @QandA Some people try to make money with a @youtube commentary or journalism channel.Demonet https://t.co/z7k8ukjMch,False,0,Asher_Wolf,2017-04-20 05:13:23,True,8.549245988899553e+17,8.549259434496737e+17,15486485.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Truth_Quest30,0,False,False
"RT @rishabhkulkul: @aappoojapandey @ArvindKejriwal this is what happens after demonetization , new ways to make the lost money ehh",False,0,,2017-04-20 04:55:38,False,,8.549214762054943e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",nAVkHdpG1wdnBoL,2,True,False
Voted 3 years ago in Loksabha elections! nothing gained personally. Pains of demonetization... standing/searching for cash in ATM queues now,False,0,,2017-04-20 04:29:50,False,,8.549149847315905e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",vjshankar,0,False,False
"All those who say demonetization was not a good move,just look at proactive ED n income tax raids right now.Major crackdown on black money",False,0,,2017-04-20 04:26:54,False,,8.54914246815232e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Holmes2491,1,False,False
How India became Bill Gates' guinea pig: A conspiracy as recounted by the main actors https://t.co/fbr6YfeybL,False,0,,2017-04-20 04:25:04,False,,8.549137869054935e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",DuncanGalbrait1,0,False,False
"@narendramodi 
After demonetization , removing the red beacon is a great move.Thanks for removing the VIP culture.<ed><U+00A0><U+00BD><ed><U+00B9><U+008F>",False,0,narendramodi,2017-04-20 04:12:13,False,,8.549105522497372e+17,18839785.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RaniMis51954219,0,False,False
"@PMOIndia Sir, Demonetization is over yet ATMs in Silvassa where you visited on 17th April '17 are still facing cash and denomination crunch",False,0,PMOIndia,2017-04-20 03:57:53,False,,8.549069426738872e+17,471741741.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RonaldJLawrence,0,False,False
"#Lies_Around_Demonetization : Digital Transaction Volume 

The Reserve Bank of India (RBI) data shows that Niti... https://t.co/3scdCBqu2C",False,0,,2017-04-20 03:54:38,False,,8.549061249941914e+17,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",DhirendraSSingh,0,False,False
@arunjaitley why no cash in ATMS AND BANKS months after demonetization is over.,False,0,arunjaitley,2017-04-20 03:46:07,False,,8.549039830807059e+17,2183816041.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",tkkumar54,0,False,False
@BreezyTheButt I've a got a demonetization on Night in the Woods video because of violence. https://t.co/7i41HaDgZ3,False,1,BreezyTheButt,2017-04-20 03:45:56,False,8.548459299455181e+17,8.549039386504436e+17,418912007.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",qewcat,0,False,False
Interesting history of currency and demonetization on US military bases https://t.co/Ko3PvPtHc9,False,1,,2017-04-20 03:40:03,False,,8.549024544747846e+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",paul_jacksn,1,False,False
"@narendramodi HonorableSir,At The Time Of Demonetization I TDR This Ticket On 05/01/17.But Till Now My Amount Is No https://t.co/fzJwobdfef",False,0,narendramodi,2017-04-20 03:11:18,True,,8.548952215277281e+17,18839785.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",anshuk711,0,False,False
RT @macrodidact: Weird thought but Amazon is a stealth accelerant towards demonetization https://t.co/MDtCEe46zM,False,0,,2017-04-20 03:11:16,False,,8.548952123422515e+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",daves_folly,1,True,False
Didn't I tweeted on this? More proof! There's an expanding bad-debt crisis in India. Demonetization has not helped. https://t.co/1cIW4HyduO,False,6,,2017-04-20 03:10:05,False,,8.548949141943337e+17,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",Janamejayan,7,False,False
Weird thought but Amazon is a stealth accelerant towards demonetization https://t.co/MDtCEe46zM,False,9,,2017-04-20 03:09:54,False,,8.548948683421983e+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",macrodidact,1,False,False
@arvindsubraman Corrected link - https://t.co/vgIvY70tqO,False,0,arvindsubraman,2017-04-20 03:03:42,False,8.548827209877217e+17,8.54893307503276e+17,369680637.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",LeftyCricketer9,0,False,False
RT @ms_rana: I sincerely hope Modi is not planning another round of demonetization ... https://t.co/pLfDRTG58N,False,0,,2017-04-20 03:02:15,False,,8.548929413572033e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sanjai2july,2,True,False
I sincerely hope Modi is not planning another round of demonetization ... https://t.co/pLfDRTG58N,False,1,,2017-04-20 02:56:02,False,,8.54891376898474e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ms_rana,2,False,False
"RT @Suicidal_Hindu: @UnSubtleDesi Again it is a Demonetization moment......The Sickular celebrates...Mullah also..
Hindu get united..
Many",False,0,,2017-04-20 02:52:15,False,,8.548904256681943e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Anarchified,1,True,False
"Thank u @narendramodi sir for such a bold step after demonetization...
This will minimize the diff b/w ministers and public.",False,1,,2017-04-20 02:37:27,False,,8.54886703147995e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gur1997singh,0,False,False
@EdwardHyena @MatthewRiggs19 @MsBlaireWhite @VanessaWCheese @_Omegon_ @tea_bing @TehMimi @OneSatiratician https://t.co/OlFpndCP30,False,2,EdwardHyena,2017-04-20 02:36:57,True,8.548222275645399e+17,8.548865777970299e+17,8.265957185844675e+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",OfficialGATG,0,False,False
New post (Currency Demonetization Impact The Indian Auto Industry) has been published on PREMIER NATIONAL LOANS &amp; L https://t.co/GwmJi81O1S,False,0,,2017-04-20 02:26:09,True,,8.548838567968317e+17,,"<a href=""http://pnllg.com"" rel=""nofollow"">PNLLG </a>",PNL_LG,0,False,False
@vasudevan_k He has been indirectly conveying that he isn't  comfortable with demonetization.,False,0,vasudevan_k,2017-04-20 02:24:38,False,8.547847443571507e+17,8.548834772792115e+17,34338789.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nannayamm,0,False,False
Many Thanks. Conversation was on UBI (Universal Basic Income). Link here: https://t.co/kzfxekesh3-how-big-ideas-ar https://t.co/yL68wBQ2oS,False,34,,2017-04-20 02:21:38,True,,8.548827209877217e+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",arvindsubraman,11,False,False
@hankgreen demonetization,False,1,hankgreen,2017-04-20 02:21:35,False,8.548790528465592e+17,8.54882707570135e+17,61592079.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",LucasPBernard,0,False,False
This demonetization trend on YouTube is probably doing more to kill the atheist movement than any religious pushback.,False,0,torlack,2017-04-20 02:20:22,False,8.548818309228585e+17,8.548824028162007e+17,2864991063.0,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",torlack,0,False,False
RT @DavisonVideo: @hankgreen Right now? That we don't know what us going on with shadow demonetization of monetized content and how to fix,False,0,,2017-04-20 02:14:24,False,,8.548809004500051e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",rikkipoynter,1,True,False
The latest The Demonetization Daily! https://t.co/5DEW9k59N6 Thanks to @timed_impulse @MindstreamStu @GameBizLaw #india #racism,False,0,,2017-04-20 02:13:52,False,,8.548807667775775e+17,,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>",mituamin,0,False,False
@hankgreen Right now? That we don't know what us going on with shadow demonetization of monetized content and how t https://t.co/Xm1AkWWgzh,False,21,hankgreen,2017-04-20 02:09:56,True,8.548790528465592e+17,8.548797794216058e+17,61592079.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",DavisonVideo,1,False,False
"Econ prof just after #demonetization:""GDP will fall below 6""
Econ prof now: ""GDP is a very nominal figure.Does not represent reality""",False,0,,2017-04-20 02:00:03,False,,8.548772884788019e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",sanmissar,0,False,False
Indian economy rebounding strongly from demonetization. https://t.co/9tjwqdwnkx,False,9,,2017-04-20 01:35:37,False,,8.548711422717747e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",teasri,11,False,False
India in PANIC MODE as Cash is Running Out! Demonetization Creating Civi... https://t.co/y7hLnmC2bS via @YouTube,False,0,,2017-04-20 01:34:31,False,,8.548708634216897e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SonicState1,0,False,False
"RT @FastNewsDelhi: Must Read-&gt; How Modiji's step towards #Demonetization helped India from bigger ""DISASTER ""
#DemonetizationBenefits #Demo",False,0,,2017-04-20 01:20:29,False,,8.548673332774707e+17,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RoevanScoob,161,True,False
"@ManyATrueNerd I wonder what Youtube will do about it.  They were already losing money, even after the last demonetization thing.",False,0,ManyATrueNerd,2017-04-20 01:08:42,False,8.548632162366915e+17,8.548643666882396e+17,1416480746.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MurderousOtaku,0,False,False
@PMOIndia d purpose of demonetization without a doubt was tainted. D money is in d banks &amp; now they'll charge u for every so called service,False,0,PMOIndia,2017-04-20 00:49:38,False,,8.548595701702656e+17,471741741.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",MEHTADARSHANS,2,False,False
The Demonetization and Censorship On YouTube is Nothing Personal Just Buisness,False,1,,2017-04-20 00:41:13,False,,8.548574494211236e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",fireferretking,0,False,False
"@TheDiamondHit I'm in the same boat as you, but I kind of actually have a reason for my demonetization <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> opinions a https://t.co/W9cydSRD62",False,1,TheDiamondHit,2017-04-20 00:24:22,True,8.548527920574628e+17,8.548532122051338e+17,337257555.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MCGoldMine,0,False,False
Visa USA | After demonetization: Indias move to a less-cash society #fintech #banking #creditunions #tech https://t.co/73gYNKvbD3,False,2,,2017-04-19 23:57:26,False,,8.548464318317609e+17,,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>",BenjaminCorman,0,False,False
RT @asiatimesonline: Mallyas arrest is the second strike against corruption after demonetization in November last year #India https://t.co,False,0,,2017-04-19 23:50:03,False,,8.548445763260908e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",hey_hey_mikey,1,True,False
Mallyas arrest is the second strike against corruption after demonetization in November last year #India https://t.co/Ac8U3K5UHG,False,0,,2017-04-19 23:20:07,False,,8.548370428612895e+17,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",asiatimesonline,1,False,False
India's attempt to go cashless is turning food vouchers digital https://t.co/nG4eKRan2A #Demonetization #India https://t.co/Olw7pUH7Jz,False,0,,2017-04-19 22:57:14,False,,8.548312812715786e+17,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",thekenshen,0,False,False
"Now you can wear India's new currency notes printed on your sari

After the Indian government's  demonetization https://t.co/t3WtavvCsy",False,0,,2017-04-19 22:51:14,True,,8.548297742748221e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SedaGirl,0,False,False
RT @jiggajones: I am Demonetized FYI   https://t.co/6HaqM3fqfY     #demonetization #comedy #LOL,False,0,,2017-04-19 22:43:46,False,,8.548278958600192e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Bingchemtrails,1,True,False
I am Demonetized FYI   https://t.co/6HaqM3fqfY     #demonetization #comedy #LOL,False,3,,2017-04-19 22:28:51,False,,8.548241415846052e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",jiggajones,1,False,False
"On #UBI in India, targeting-in &amp; targeting-out https://t.co/mPre0ihhZg via @cgdev",False,2,,2017-04-19 21:45:41,False,,8.548132750113875e+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",heinemana,0,False,False
Fantastic talk by @TheOfficialSBI Chairwoman #ArundhatiBhattacharya on demonetization driving digitalization and mo https://t.co/EGA3mGkE2a,False,0,,2017-04-19 21:29:13,True,,8.548091342686413e+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ezudi,0,False,False
"RT @NG_withINC: After demonetization first modi waived off Mallya's loan and now got him bailed out!
Is modi Mallya's pet dog?
#VijayMallya",False,0,,2017-04-19 21:22:44,False,,8.548075014050036e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MoiMaverick,71,True,False
"RT @PaulTassi: TWITCH: Here are new ways for people to give you money
YOUTUBE: We're calling this new tool the Demonetization Bot 3000",False,0,,2017-04-19 21:17:59,False,,8.548063060451654e+17,,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>",theirishtide,6,True,False
I liked a @YouTube video https://t.co/m7kBYY1bsk Youtube Monetization Or Demonetization?,False,1,,2017-04-19 21:12:19,False,,8.548048812947292e+17,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",80spcc,0,False,False
I liked a @YouTube video https://t.co/5hOJZlGKxv Youtube Monetization Or Demonetization?,False,0,,2017-04-19 21:03:48,False,,8.548027380263608e+17,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",ricktak9,0,False,False
There's an expanding bad-debt crisis in India. Demonetization has not helped. https://t.co/1cIW4HyduO,False,7,,2017-04-19 20:56:39,False,,8.548009355618548e+17,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",Janamejayan,4,False,False
I added a video to a @YouTube playlist https://t.co/RNIewG5uaZ Youtube Monetization Or Demonetization?,False,0,,2017-04-19 20:55:59,False,,8.548007703063878e+17,,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",armslist,0,False,False
RT @sffed: #Demonetization is catalyzing digital #payments growth in #India. https://t.co/fYBDNtv8MO #SFFedAsiaProgram https://t.co/0gbkajY,False,0,,2017-04-19 20:41:13,False,,8.547970538425998e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",sffeded,4,True,False
@TajinderBagga Ye mat bhoolo apki government ne tax payer ka.paida barbad Kiya search bharat aur demonetization ki advertising mein .,False,0,TajinderBagga,2017-04-19 20:24:51,False,8.546127646896579e+17,8.547929333583955e+17,85462891.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",surajpandey796,0,False,False
"@PMOIndia @narendramodi petrol pump band krwa k,Demonetization krwa k CORUPTION end hua kya In ur Sarkari offices??Big NO.wats the use then",False,0,PMOIndia,2017-04-19 20:16:58,False,,8.547909501151354e+17,471741741.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Utkarsh_sriv2n,0,False,False
"@PMOIndia @narendramodi petrol pump and krwa k.
Demonetization krwa k CORUPTION end hua kya In ur Sarkari offices???Big NO.wats the use then",False,0,PMOIndia,2017-04-19 20:16:16,False,,8.547907725995622e+17,471741741.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",Utkarsh_sriv2n,0,False,False
Demonetization? Keep Calm and Carry On! https://t.co/RNJZTZs86U via @YouTube,False,0,,2017-04-19 20:11:15,False,,8.547895125679514e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JLJhippotype,0,False,False
"@pradipjaitly @ndtv @nitin_gadkari Yes ISIS,  Bitcoins, Brexit, Sunny , Mallya, Shakira, JLo, BMW, Range Rover, Bla https://t.co/tU5lEV4MG2",False,0,pradipjaitly,2017-04-19 20:04:26,True,8.547765801823355e+17,8.547877968836977e+17,112649881.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",nsesvpdelhi,0,False,False
"RT @CNBCi: Post-demonetization, India slowly returning to 'normalcy': SBI chair https://t.co/eMzVp6oArw https://t.co/cDMGDTT44D",False,0,,2017-04-19 19:53:26,False,,8.547850293477048e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",emmanuelheifa,3,True,False
@PMOIndia @CRPaatil demonetization atom bomb crisis will take next sixty yrs only in recovery the setback given by https://t.co/rtc7BHrb7i,False,0,PMOIndia,2017-04-19 19:44:02,True,8.546724311008133e+17,8.54782663726555e+17,471741741.0,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",LALITMailme,0,False,False
@realDonaldTrump please stop Google/YouTube censorship campaign on alternative news &amp; conservative news! #MAGA #selective #demonetization,False,0,realDonaldTrump,2017-04-19 19:42:23,False,,8.547822488637153e+17,25073877.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Trumps_Trooper,0,False,False
Lots of people I enjoy watching on Youtube are quitting series a few episodes in due to the rampant demonetization on the platform.  :(,False,0,,2017-04-19 19:31:08,False,,8.547794177044439e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",mikesmith1972,0,False,False
Aamir Khans Dangal Beats Indias Demonetization Blues https://t.co/Q2rR1iD2jF,False,0,,2017-04-19 19:27:41,False,,8.54778546568536e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",sionchibi,0,False,False
@strengthgentle @Alex__Katz @21logician @RubinReport Is it me or is Rubin's pandering getting more &amp; more desperate https://t.co/6SDLbxYf92,False,0,strengthgentle,2017-04-19 19:21:57,True,8.54774185419309e+17,8.547771057538007e+17,7.874819255397868e+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",sht123sht,0,False,False
"@UnSubtleDesi Again it is a Demonetization moment......The Sickular celebrates...Mullah also..
Hindu get united..
M https://t.co/XQFaAeWpr4",False,0,UnSubtleDesi,2017-04-19 19:10:06,True,8.545771052832809e+17,8.547741247821331e+17,17741799.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Suicidal_Hindu,1,False,False
"RT @ryanward87: Notice how YouTube&amp;Google are coming down hard on anyone bringing up real topics?
Rampant demonetization?
Etc?

No accident",False,0,,2017-04-19 19:07:07,False,,8.547733735907e+17,,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",MoreDeplorable,1,True,False
"Notice how YouTube&amp;Google are coming down hard on anyone bringing up real topics?
Rampant demonetization?
Etc?

No https://t.co/qDUdMqbsDc",False,0,,2017-04-19 19:04:03,True,,8.547726012432753e+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ryanward87,1,False,False
"@TheRealReliantX @YouTube Thanks man- I think you're right, it's temporary, but this isn't really due to demonetiza https://t.co/4ZYLAShz88",False,1,TheRealReliantX,2017-04-19 18:59:24,True,8.547694182740541e+17,8.547714309484462e+17,3074240916.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",realJamesAllsup,0,False,False
"RT @GauravPandhi: PM Modi upset, expresses displeasure as people began protesting in his rally in Kannauj. There is a lot of dissent due to",False,0,,2017-04-19 18:29:05,False,,8.547637999450195e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sonivinod824,1062,True,False
"Retweeted <U+FE0F> <U+26A1> BajiRao <U+092C><U+0932><U+094D><U+0932><U+093E><U+0933> <U+26A1> (@Ind_Arya):

Demolition Man vs Demonetization Man
India Has Suffered Under Both... https://t.co/ezSiKxd8S9",False,0,,2017-04-19 18:28:13,False,,8.547635831540122e+17,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",NitinRaut2,0,False,False
RT @faizaskari: I wish the official #GDP Data after #Demonetization can get endorsement of common #entrepreneurs #SMEs #manufacturing #expo,False,0,,2017-04-19 18:26:42,False,,8.547631993080257e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ParshantHadala,148,True,False
@narendramodi first u made common man special in demonetization..now u made VIP an ordinary traveller.. Hats off! Proud to vote for u..,False,0,narendramodi,2017-04-19 18:26:05,False,,8.547630449325343e+17,18839785.0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RakeshS97596152,0,False,False
RT @CryptKeeperBTT: #Bitcoin Booming in India Due to 'Underlying Benefits' - Not Demonetization https://t.co/pyOTDcpooy https://t.co/lUpCFd,False,0,,2017-04-19 18:21:14,False,,8.547618237484605e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",phantompen,1,True,False
#Bitcoin Booming in India Due to 'Underlying Benefits' - Not Demonetization https://t.co/pyOTDcpooy https://t.co/lUpCFd4y4K,False,0,,2017-04-19 18:19:10,False,,8.547613051730903e+17,,"<a href=""http://www.crowdfireapp.com"" rel=""nofollow"">Crowdfire - Go Big</a>",CryptKeeperBTT,1,False,False
"Nice to be quoted, better when you don't know about it https://t.co/1Es3mozKIv",False,0,,2017-04-19 18:08:52,False,,8.547587133155369e+17,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",alokpatnia,0,False,False
Rebound after demonetization effects beginning to wear. https://t.co/sYcJV0VJFD,False,0,,2017-04-19 18:02:43,False,,8.547571670140435e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",teasri,0,False,False
"A Message To #Liberal Youtubers [Video] https://t.co/HO291PHkmV

#adpocalypse #uniteblue #demonetization #demonetized #p2 #libcrib @youtube",False,0,,2017-04-19 17:40:31,False,,8.547515789302497e+17,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",wnick75,0,False,False
"RT @Lukewearechange: my news team and I lost the majority of our income through youtube demonetization recently, if you could help plz do
h",False,0,,2017-04-19 17:39:24,False,,8.547512978782291e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",serengetisun,58,True,False
RT @manoharparrikar: Demonetization has struck the core of terror funding &amp; PM @narendramodi ji in his speech today emphasized on continuin,False,0,,2017-04-19 17:39:09,False,,8.547512333446554e+17,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",das_prashant777,1443,True,False
RT @Agenda21Truth: Uncovering<ed><U+00A0><U+00BD><ed><U+00B9><U+008A> The Truth About YouTube Demonetization AdSense Boycott &amp; Censorship #Censorship #ETNR @morphonios  https://t,False,0,,2017-04-19 17:32:20,False,,8.547495183062138e+17,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mrsbfitz,1,True,False
The Demonetization Effect on India https://t.co/2rcgb7ODu4,False,0,,2017-04-19 17:29:02,False,,8.547486871044383e+17,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",medaltalb,0,False,False
